               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,             0.07258,            0.048619,            0.020803,             0.36868,             0.61674,             0.51305,             0.24386,            0.073115,             0.03272,            0.021649,            0.005116,            0.005116,            0.005116
                 150,            0.072548,            0.061688,            0.021315,             0.42552,             0.62364,             0.53575,             0.24773,            0.075316,            0.037174,            0.020243,            0.005083,            0.005083,            0.005083
                 151,            0.075668,            0.057825,            0.022236,             0.21694,             0.59045,             0.43663,             0.20542,            0.071862,            0.035201,            0.021339,             0.00505,             0.00505,             0.00505
                 152,            0.074782,            0.057025,            0.021642,             0.21694,             0.59045,             0.43663,             0.20542,            0.071862,            0.035207,            0.021339,            0.005017,            0.005017,            0.005017
                 153,            0.073967,            0.049666,            0.022194,              0.6432,             0.28677,             0.35817,             0.18014,            0.070786,            0.036442,            0.022488,            0.004984,            0.004984,            0.004984
                 154,            0.072814,            0.045463,            0.022003,             0.53463,             0.60713,             0.51413,              0.2336,            0.071981,            0.035864,            0.020194,            0.004951,            0.004951,            0.004951
                 155,            0.074162,            0.058758,            0.021546,             0.39062,             0.44403,             0.46683,             0.27313,            0.070247,            0.035001,            0.020721,            0.004918,            0.004918,            0.004918
                 156,            0.072238,             0.04379,             0.02093,             0.39062,             0.44403,             0.46683,             0.27313,            0.070247,            0.034983,            0.020721,            0.004885,            0.004885,            0.004885
                 157,            0.073127,            0.053965,            0.021345,             0.34055,             0.46784,             0.45742,             0.26222,            0.070605,            0.034956,            0.020896,            0.004852,            0.004852,            0.004852
                 158,            0.071281,            0.053222,            0.021134,             0.46829,             0.60944,             0.52899,             0.28105,            0.068454,            0.035025,            0.019974,            0.004819,            0.004819,            0.004819
                 159,            0.069703,            0.053571,            0.021103,             0.33222,              0.6061,             0.52582,             0.29568,            0.071927,               0.034,            0.020194,            0.004786,            0.004786,            0.004786
                 160,            0.074848,            0.052204,            0.021799,             0.33222,              0.6061,             0.52582,             0.29568,            0.071927,            0.033994,            0.020194,            0.004753,            0.004753,            0.004753
                 161,            0.073679,            0.053118,            0.021211,             0.44835,             0.59525,             0.51757,             0.30111,            0.071299,            0.032602,            0.020666,             0.00472,             0.00472,             0.00472
                 162,            0.071459,            0.054498,            0.021331,             0.53668,             0.55885,             0.59235,             0.36315,             0.06822,            0.032595,            0.020469,            0.004687,            0.004687,            0.004687
                 163,            0.068648,            0.045932,            0.020433,             0.47019,              0.6061,             0.54295,             0.27516,            0.074126,            0.030849,            0.020609,            0.004654,            0.004654,            0.004654
                 164,            0.077926,            0.046386,            0.022506,             0.47019,              0.6061,             0.54295,             0.27516,            0.074126,            0.030841,            0.020609,            0.004621,            0.004621,            0.004621
                 165,            0.074989,             0.04717,            0.020863,             0.36866,             0.69295,             0.51933,             0.25339,             0.07494,             0.03019,            0.020799,            0.004588,            0.004588,            0.004588
                 166,            0.073522,            0.048357,            0.021355,             0.53953,              0.5605,             0.56585,             0.29679,            0.073639,            0.030294,              0.0217,            0.004555,            0.004555,            0.004555
                 167,             0.07198,            0.055117,            0.020455,              0.5902,             0.59023,             0.57447,             0.32485,            0.071834,            0.031516,            0.020379,            0.004522,            0.004522,            0.004522
                 168,            0.073605,            0.049962,            0.020316,              0.5902,             0.59023,             0.57447,             0.32485,            0.071834,            0.031463,            0.020379,            0.004489,            0.004489,            0.004489
                 169,            0.070576,            0.044309,            0.019964,             0.64095,             0.56052,             0.62699,             0.36944,            0.070658,            0.032538,            0.020663,            0.004456,            0.004456,            0.004456
                 170,            0.069715,            0.047287,             0.02083,             0.40292,             0.63264,             0.57699,             0.31477,            0.070298,            0.031436,            0.021736,            0.004423,            0.004423,            0.004423
                 171,            0.071424,            0.056298,            0.020867,             0.51498,             0.64745,             0.56257,             0.31778,            0.069447,            0.030727,            0.020892,             0.00439,             0.00439,             0.00439
                 172,             0.07185,            0.056466,            0.021544,             0.51498,             0.64745,             0.56257,             0.31778,            0.069447,            0.030714,            0.020892,            0.004357,            0.004357,            0.004357
                 173,            0.067994,            0.052528,            0.020924,             0.62572,             0.55388,             0.55674,             0.31962,            0.066622,            0.031364,            0.020808,            0.004324,            0.004324,            0.004324
                 174,            0.067744,            0.045653,            0.020555,             0.38657,               0.665,             0.52903,             0.30271,            0.067692,            0.030968,             0.02094,            0.004291,            0.004291,            0.004291
                 175,            0.069987,            0.046221,            0.021326,             0.50148,             0.54428,              0.5518,             0.30606,            0.068274,              0.0299,            0.020785,            0.004258,            0.004258,            0.004258
                 176,            0.072939,            0.056775,            0.020457,             0.50148,             0.54428,              0.5518,             0.30606,            0.068274,            0.029902,            0.020785,            0.004225,            0.004225,            0.004225
                 177,            0.073311,            0.047891,            0.020826,             0.42366,             0.65544,             0.57473,             0.33878,            0.067916,            0.029611,            0.020807,            0.004192,            0.004192,            0.004192
                 178,            0.070786,            0.047318,            0.020373,             0.49728,             0.63355,             0.59944,             0.32722,            0.071306,            0.030221,            0.021848,            0.004159,            0.004159,            0.004159
                 179,            0.074643,            0.052409,            0.021782,             0.67852,              0.5869,             0.63339,             0.35771,            0.068857,             0.02915,            0.022037,            0.004126,            0.004126,            0.004126
                 180,            0.071171,            0.055056,            0.021654,             0.67852,              0.5869,             0.63339,             0.35771,            0.068857,            0.029065,            0.022037,            0.004093,            0.004093,            0.004093
                 181,            0.066671,            0.048524,            0.020412,             0.67915,             0.63784,              0.6418,             0.38327,            0.066608,            0.028535,            0.021229,             0.00406,             0.00406,             0.00406
                 182,            0.069821,            0.057714,            0.021205,             0.70211,             0.52002,             0.65764,             0.39156,            0.072033,            0.028761,            0.020637,            0.004027,            0.004027,            0.004027
                 183,            0.070808,            0.051633,            0.020883,             0.65607,             0.62393,             0.62884,             0.37733,            0.066883,            0.029158,            0.021551,            0.003994,            0.003994,            0.003994
                 184,            0.070608,            0.057722,             0.02006,             0.65607,             0.62393,             0.62884,             0.37733,            0.066883,            0.029219,            0.021551,            0.003961,            0.003961,            0.003961
                 185,            0.070525,            0.055216,            0.020604,              0.6448,             0.58937,             0.63638,              0.3833,            0.066245,            0.028928,            0.021123,            0.003928,            0.003928,            0.003928
                 186,            0.066836,            0.051316,            0.020441,             0.67922,             0.69466,             0.70535,             0.42537,            0.066115,            0.029013,            0.020848,            0.003895,            0.003895,            0.003895
                 187,             0.06649,            0.051589,            0.020904,             0.72173,             0.62041,             0.67679,             0.46742,            0.065084,            0.028649,            0.021143,            0.003862,            0.003862,            0.003862
                 188,            0.067539,            0.053759,            0.021016,             0.72173,             0.62041,             0.67679,             0.46742,            0.065084,            0.028621,            0.021143,            0.003829,            0.003829,            0.003829
                 189,            0.067331,            0.050979,            0.020365,             0.80166,             0.65689,             0.71166,             0.43395,            0.065613,            0.028676,            0.021702,            0.003796,            0.003796,            0.003796
                 190,            0.066307,            0.055528,            0.019781,             0.67195,             0.59447,             0.65907,             0.41141,            0.067992,            0.028793,            0.021163,            0.003763,            0.003763,            0.003763
                 191,             0.07096,            0.057234,            0.020367,             0.75306,             0.54887,             0.63394,             0.36587,            0.068453,            0.028028,            0.022353,             0.00373,             0.00373,             0.00373
                 192,            0.071313,             0.05773,            0.021413,             0.75306,             0.54887,             0.63394,             0.36587,            0.068453,            0.028118,            0.022353,            0.003697,            0.003697,            0.003697
                 193,            0.069206,            0.052753,            0.019922,             0.71662,             0.49203,             0.63121,             0.35064,            0.069341,             0.02859,            0.023217,            0.003664,            0.003664,            0.003664
                 194,            0.067095,            0.047219,            0.020121,             0.81479,             0.57394,             0.64972,             0.44636,            0.066282,            0.028427,            0.022586,            0.003631,            0.003631,            0.003631
                 195,            0.069998,             0.04967,            0.020879,             0.80415,             0.56305,             0.68084,             0.36137,            0.069531,            0.027883,            0.022265,            0.003598,            0.003598,            0.003598
                 196,            0.068232,            0.048927,            0.019655,             0.80415,             0.56305,             0.68084,             0.36137,            0.069531,            0.027938,            0.022265,            0.003565,            0.003565,            0.003565
                 197,            0.065836,            0.048271,            0.019897,             0.77266,             0.64332,             0.69271,             0.38314,            0.068091,            0.028608,            0.022382,            0.003532,            0.003532,            0.003532
                 198,             0.06623,            0.055155,            0.020113,             0.71588,             0.61607,             0.67344,               0.428,            0.067275,              0.0297,             0.02113,            0.003499,            0.003499,            0.003499
                 199,            0.067136,            0.053381,            0.019652,             0.61315,             0.65205,             0.62018,             0.38683,            0.072417,            0.031791,            0.021934,            0.003466,            0.003466,            0.003466
                 200,            0.071094,            0.045586,            0.020682,             0.61315,             0.65205,             0.62018,             0.38683,            0.072417,             0.03183,            0.021934,            0.003433,            0.003433,            0.003433
                 201,            0.068732,            0.048887,            0.020373,             0.49198,             0.52735,             0.56844,             0.39041,            0.069111,            0.032265,            0.021941,              0.0034,              0.0034,              0.0034
                 202,            0.065411,            0.047136,            0.020013,              0.6673,             0.70786,             0.71024,             0.45257,            0.063995,            0.029083,            0.020183,            0.003367,            0.003367,            0.003367
                 203,            0.065734,            0.044141,             0.01928,              0.6235,             0.63515,             0.66408,             0.45131,             0.06712,            0.030102,            0.020612,            0.003334,            0.003334,            0.003334
                 204,            0.067657,            0.049695,            0.020743,              0.6235,             0.63515,             0.66408,             0.45131,             0.06712,            0.030089,            0.020612,            0.003301,            0.003301,            0.003301
                 205,            0.066329,            0.048069,            0.020441,             0.57356,             0.71721,              0.6954,             0.46641,            0.065081,            0.030268,            0.020292,            0.003268,            0.003268,            0.003268
                 206,            0.067328,             0.04309,            0.020629,             0.65297,             0.71094,             0.74657,             0.45345,            0.062749,            0.029045,            0.020138,            0.003235,            0.003235,            0.003235
                 207,            0.066887,             0.04907,             0.02015,             0.66792,             0.60777,             0.66319,             0.44815,            0.066911,            0.028058,            0.020371,            0.003202,            0.003202,            0.003202
                 208,             0.06913,            0.048937,            0.020547,             0.66792,             0.60777,             0.66319,             0.44815,            0.066911,            0.028073,            0.020371,            0.003169,            0.003169,            0.003169
                 209,            0.065353,            0.046688,            0.019364,             0.68967,             0.55313,             0.67402,             0.46191,            0.065901,             0.02824,             0.02022,            0.003136,            0.003136,            0.003136
                 210,            0.070835,            0.055616,            0.020973,             0.79608,             0.52878,             0.69589,             0.44594,            0.061753,             0.02825,            0.020121,            0.003103,            0.003103,            0.003103
                 211,            0.065772,            0.050498,            0.020398,             0.82916,             0.57814,             0.69955,             0.43534,            0.062296,            0.028141,            0.020218,             0.00307,             0.00307,             0.00307
                 212,             0.06548,            0.050003,            0.019886,             0.82916,             0.57814,             0.69955,             0.43534,            0.062296,            0.028077,            0.020218,            0.003037,            0.003037,            0.003037
                 213,            0.064975,            0.052748,            0.020139,             0.79477,             0.59581,             0.67551,             0.42056,            0.061527,            0.027732,             0.02044,            0.003004,            0.003004,            0.003004
                 214,            0.066034,            0.044689,            0.019582,             0.67947,             0.63158,             0.65421,             0.37734,            0.065035,            0.027561,            0.020392,            0.002971,            0.002971,            0.002971
                 215,            0.068327,            0.057543,            0.019825,             0.78107,             0.46211,             0.63521,             0.41301,             0.06386,            0.028016,            0.020874,            0.002938,            0.002938,            0.002938
                 216,            0.065414,            0.049603,            0.019951,             0.78107,             0.46211,             0.63521,             0.41301,             0.06386,            0.028103,            0.020874,            0.002905,            0.002905,            0.002905
                 217,            0.063638,            0.048478,            0.018829,             0.77138,             0.43325,             0.60351,               0.393,            0.065067,            0.028661,            0.021588,            0.002872,            0.002872,            0.002872
                 218,            0.065533,             0.05002,            0.020885,             0.59988,             0.69826,             0.68228,             0.40391,            0.062322,            0.027449,            0.020583,            0.002839,            0.002839,            0.002839
                 219,            0.063665,            0.053613,            0.019681,             0.74732,             0.62137,             0.66895,             0.43755,            0.065043,            0.027406,            0.020336,            0.002806,            0.002806,            0.002806
                 220,            0.066575,            0.045986,            0.020029,             0.74732,             0.62137,             0.66895,             0.43755,            0.065043,             0.02734,            0.020336,            0.002773,            0.002773,            0.002773
                 221,            0.066997,            0.044856,            0.020494,              0.7648,             0.59957,             0.67806,             0.44068,             0.06277,            0.027119,            0.020558,             0.00274,             0.00274,             0.00274
                 222,            0.065715,            0.051623,            0.020431,             0.70297,             0.58171,             0.66478,             0.39954,             0.06297,            0.027143,            0.020667,            0.002707,            0.002707,            0.002707
                 223,            0.065282,            0.042499,            0.018804,             0.71826,             0.55269,             0.65394,             0.40059,            0.062943,            0.026894,            0.020741,            0.002674,            0.002674,            0.002674
                 224,             0.06603,            0.046653,            0.019602,             0.71826,             0.55269,             0.65394,             0.40059,            0.062943,            0.026881,            0.020741,            0.002641,            0.002641,            0.002641
                 225,            0.067539,            0.054454,            0.020307,             0.85765,             0.54533,             0.68545,             0.38895,             0.06347,            0.027007,             0.02072,            0.002608,            0.002608,            0.002608
                 226,             0.06696,               0.043,            0.020518,             0.76169,             0.58717,             0.66943,             0.40678,            0.061243,            0.026934,            0.020555,            0.002575,            0.002575,            0.002575
                 227,            0.065091,            0.050664,            0.019778,             0.76817,             0.50545,             0.66619,              0.4406,            0.062496,            0.027285,            0.020076,            0.002542,            0.002542,            0.002542
                 228,            0.063384,            0.046309,            0.019265,             0.76817,             0.50545,             0.66619,              0.4406,            0.062496,            0.027304,            0.020076,            0.002509,            0.002509,            0.002509
                 229,            0.064388,            0.051871,            0.020273,             0.79545,             0.55163,             0.68835,             0.46275,            0.059628,            0.026946,            0.019899,            0.002476,            0.002476,            0.002476
                 230,            0.061977,            0.055545,            0.019219,             0.80096,             0.55172,             0.70296,             0.43262,            0.060953,            0.026816,            0.019696,            0.002443,            0.002443,            0.002443
                 231,            0.063128,            0.050003,            0.019999,             0.78501,             0.59113,             0.74082,             0.42771,            0.061602,               0.027,            0.019752,             0.00241,             0.00241,             0.00241
                 232,            0.066793,            0.053084,            0.020204,             0.78501,             0.59113,             0.74082,             0.42771,            0.061602,            0.027039,            0.019752,            0.002377,            0.002377,            0.002377
                 233,            0.065085,            0.050974,            0.019445,             0.73319,             0.59775,             0.69474,             0.39525,            0.060805,            0.027184,            0.019781,            0.002344,            0.002344,            0.002344
                 234,            0.064849,            0.053265,            0.019966,              0.7943,             0.52624,             0.65056,             0.39527,            0.061812,            0.026761,            0.019803,            0.002311,            0.002311,            0.002311
                 235,            0.065534,            0.050999,            0.020703,             0.57937,             0.71094,             0.67915,             0.41517,            0.060602,            0.026495,            0.019944,            0.002278,            0.002278,            0.002278
                 236,            0.062982,            0.045532,            0.019441,             0.57937,             0.71094,             0.67915,             0.41517,            0.060602,            0.026521,            0.019944,            0.002245,            0.002245,            0.002245
                 237,            0.063019,             0.05004,            0.019705,             0.50265,             0.72849,             0.65847,               0.415,            0.061214,            0.026393,            0.020034,            0.002212,            0.002212,            0.002212
                 238,            0.063835,            0.052092,            0.019476,             0.51709,             0.72469,             0.66776,             0.44582,             0.06294,            0.026443,            0.019945,            0.002179,            0.002179,            0.002179
                 239,            0.063882,            0.043376,            0.019572,             0.57864,             0.69033,             0.69021,             0.48766,            0.062934,            0.026839,            0.020352,            0.002146,            0.002146,            0.002146
                 240,            0.062804,            0.047934,            0.019311,             0.57864,             0.69033,             0.69021,             0.48766,            0.062934,            0.026838,            0.020352,            0.002113,            0.002113,            0.002113
                 241,            0.065317,            0.051812,            0.019144,             0.58165,             0.70634,              0.6863,             0.47256,            0.063343,            0.026855,            0.020464,             0.00208,             0.00208,             0.00208
                 242,            0.063849,            0.048196,             0.02011,             0.71429,             0.64578,             0.72239,             0.47574,            0.060632,            0.026206,            0.020153,            0.002047,            0.002047,            0.002047
                 243,            0.060801,            0.047436,            0.019221,             0.78076,             0.59639,             0.75509,             0.46803,            0.063971,            0.026007,             0.01996,            0.002014,            0.002014,            0.002014
                 244,            0.062933,            0.045111,            0.019704,             0.78076,             0.59639,             0.75509,             0.46803,            0.063971,            0.026076,             0.01996,            0.001981,            0.001981,            0.001981
                 245,            0.064979,            0.054783,            0.019822,             0.83451,             0.58643,             0.74834,             0.45327,            0.062472,            0.025918,            0.019841,            0.001948,            0.001948,            0.001948
                 246,            0.063165,            0.046984,            0.019301,             0.56804,             0.66466,             0.69026,             0.46913,            0.060764,            0.026147,             0.02003,            0.001915,            0.001915,            0.001915
                 247,            0.065357,            0.048196,            0.019764,             0.81449,             0.48607,             0.67761,              0.4488,            0.063216,            0.026204,            0.020267,            0.001882,            0.001882,            0.001882
                 248,            0.063923,            0.044909,            0.019631,             0.81449,             0.48607,             0.67761,              0.4488,            0.063216,            0.026198,            0.020267,            0.001849,            0.001849,            0.001849
                 249,            0.060188,            0.043863,             0.01955,              0.8167,             0.48284,             0.67668,             0.43532,            0.061952,             0.02613,            0.020244,            0.001816,            0.001816,            0.001816
                 250,            0.063273,            0.048156,             0.01926,             0.80276,             0.54546,             0.69346,             0.47104,            0.060348,            0.026081,            0.019757,            0.001783,            0.001783,            0.001783
                 251,            0.063821,            0.051563,             0.01945,             0.76402,             0.53061,             0.68638,             0.43199,            0.061513,            0.026481,            0.019738,             0.00175,             0.00175,             0.00175
                 252,            0.063041,            0.050651,            0.019273,             0.76402,             0.53061,             0.68638,             0.43199,            0.061513,             0.02639,            0.019738,            0.001717,            0.001717,            0.001717
                 253,            0.061715,            0.047839,            0.020297,             0.76723,             0.54304,             0.66501,             0.43881,            0.060427,            0.026589,            0.019746,            0.001684,            0.001684,            0.001684
                 254,            0.061416,            0.049536,            0.018721,              0.5442,             0.73939,             0.68125,             0.47642,            0.059188,            0.026814,            0.019515,            0.001651,            0.001651,            0.001651
                 255,            0.061225,            0.049837,            0.019596,             0.55476,             0.74869,             0.67451,             0.46835,            0.059468,            0.026712,            0.019601,            0.001618,            0.001618,            0.001618
                 256,            0.062365,            0.042815,            0.019449,             0.55476,             0.74869,             0.67451,             0.46835,            0.059468,            0.026692,            0.019601,            0.001585,            0.001585,            0.001585
                 257,            0.060005,             0.05047,            0.019243,             0.62505,             0.71187,              0.6597,             0.46753,            0.059081,             0.02657,            0.019687,            0.001552,            0.001552,            0.001552
                 258,            0.062065,            0.051949,            0.019229,             0.59334,              0.6792,             0.67907,             0.46516,            0.059569,            0.026396,            0.019791,            0.001519,            0.001519,            0.001519
                 259,            0.062757,             0.05296,            0.019496,             0.81792,             0.56758,             0.74949,             0.49594,             0.06052,            0.026345,            0.019758,            0.001486,            0.001486,            0.001486
                 260,            0.063401,            0.047068,            0.020685,             0.81792,             0.56758,             0.74949,             0.49594,             0.06052,            0.026357,            0.019758,            0.001453,            0.001453,            0.001453
                 261,            0.063125,            0.055114,            0.020343,             0.82962,             0.57363,              0.7439,             0.48761,            0.061495,            0.026393,            0.019742,             0.00142,             0.00142,             0.00142
                 262,            0.061256,            0.047036,            0.019899,             0.78565,             0.56337,             0.71251,             0.51981,            0.060204,             0.02616,            0.019681,            0.001387,            0.001387,            0.001387
                 263,            0.061098,            0.047502,            0.018935,             0.64757,             0.71094,             0.73732,             0.50713,            0.061099,            0.026002,            0.019732,            0.001354,            0.001354,            0.001354
                 264,            0.062171,            0.044872,            0.020165,             0.64757,             0.71094,             0.73732,             0.50713,            0.061099,            0.026089,            0.019732,            0.001321,            0.001321,            0.001321
                 265,            0.059884,            0.049237,            0.019024,             0.62428,              0.7076,             0.71601,             0.52907,            0.060282,            0.025901,             0.02003,            0.001288,            0.001288,            0.001288
                 266,            0.062678,            0.045605,            0.019489,             0.67561,              0.7076,             0.72105,             0.52035,            0.059842,              0.0261,            0.020253,            0.001255,            0.001255,            0.001255
                 267,            0.058352,            0.042549,            0.018477,             0.66293,             0.70134,             0.73054,             0.52492,            0.059546,            0.026078,            0.020065,            0.001222,            0.001222,            0.001222
                 268,            0.060967,             0.04617,             0.01932,             0.66293,             0.70134,             0.73054,             0.52492,            0.059546,            0.026044,            0.020065,            0.001189,            0.001189,            0.001189
                 269,            0.060907,            0.043476,            0.020121,             0.75303,             0.67884,             0.76201,             0.52134,            0.059494,             0.02607,            0.020057,            0.001156,            0.001156,            0.001156
                 270,            0.061615,            0.047636,            0.019315,              0.7495,             0.66276,             0.76519,             0.49342,            0.060072,             0.02606,             0.01991,            0.001123,            0.001123,            0.001123
                 271,            0.060215,            0.052453,            0.018865,             0.82203,             0.59075,             0.75605,             0.50115,            0.059394,            0.025881,            0.019674,             0.00109,             0.00109,             0.00109
                 272,            0.061634,            0.041668,            0.019807,             0.82203,             0.59075,             0.75605,             0.50115,            0.059394,            0.025986,            0.019674,            0.001057,            0.001057,            0.001057
                 273,            0.061059,            0.043416,            0.018792,             0.84287,             0.55616,             0.74193,             0.51452,            0.059207,            0.026084,            0.019625,            0.001024,            0.001024,            0.001024
                 274,            0.062176,            0.050275,            0.019656,             0.89021,             0.56114,             0.76279,             0.49664,            0.059658,            0.026069,            0.019708,            0.000991,            0.000991,            0.000991
                 275,            0.059068,            0.052213,            0.018575,             0.85488,             0.58013,             0.77742,             0.51344,            0.058872,            0.026076,            0.019765,            0.000958,            0.000958,            0.000958
                 276,            0.061586,            0.048441,            0.019616,             0.85488,             0.58013,             0.77742,             0.51344,            0.058872,             0.02611,            0.019765,            0.000925,            0.000925,            0.000925
                 277,            0.059546,            0.045369,            0.019116,             0.83865,             0.57043,             0.76926,             0.50125,            0.058798,             0.02603,            0.019805,            0.000892,            0.000892,            0.000892
                 278,            0.062985,            0.046525,            0.019772,             0.83774,             0.57024,             0.76572,             0.49683,            0.059254,            0.026067,            0.019924,            0.000859,            0.000859,            0.000859
                 279,             0.06107,            0.048821,            0.019239,             0.85092,             0.57002,             0.76813,             0.50339,            0.058659,            0.026082,             0.01984,            0.000826,            0.000826,            0.000826
                 280,            0.060783,            0.051087,            0.019085,             0.85092,             0.57002,             0.76813,             0.50339,            0.058659,             0.02604,             0.01984,            0.000793,            0.000793,            0.000793
                 281,            0.058665,            0.043737,            0.018794,             0.84298,              0.5963,             0.76734,             0.49953,            0.058484,            0.026039,            0.019771,             0.00076,             0.00076,             0.00076
                 282,            0.062062,            0.049102,             0.01941,             0.84751,             0.59027,             0.77322,             0.48856,              0.0589,            0.026125,            0.019754,            0.000727,            0.000727,            0.000727
                 283,             0.06373,            0.051181,            0.019559,             0.86365,             0.58938,             0.75471,             0.49953,            0.058455,            0.026157,            0.019646,            0.000694,            0.000694,            0.000694
                 284,            0.062731,            0.046037,            0.020369,             0.86365,             0.58938,             0.75471,             0.49953,            0.058455,            0.026055,            0.019646,            0.000661,            0.000661,            0.000661
                 285,            0.062404,             0.04835,            0.019533,             0.86456,             0.59071,             0.76092,             0.51706,            0.058247,            0.026077,            0.019579,            0.000628,            0.000628,            0.000628
                 286,            0.061171,            0.042526,            0.019136,             0.86612,             0.59065,             0.76117,             0.50866,            0.058255,             0.02613,            0.019559,            0.000595,            0.000595,            0.000595
                 287,             0.05858,            0.046436,            0.019229,             0.86769,             0.59183,              0.7616,             0.52185,            0.058024,            0.026002,             0.01952,            0.000562,            0.000562,            0.000562
                 288,            0.059075,             0.04328,            0.018832,             0.86769,             0.59183,              0.7616,             0.52185,            0.058024,            0.025932,             0.01952,            0.000529,            0.000529,            0.000529
                 289,            0.060407,            0.045158,            0.019359,             0.87466,             0.58623,             0.76518,             0.52487,            0.057816,            0.025996,            0.019467,            0.000496,            0.000496,            0.000496
                 290,            0.059196,            0.048581,            0.018471,             0.88142,             0.58451,             0.77032,             0.51736,            0.057893,            0.025937,            0.019422,            0.000463,            0.000463,            0.000463
                 291,            0.060917,            0.048233,            0.019841,             0.88436,             0.58539,             0.76857,             0.51134,            0.058425,            0.025914,            0.019408,             0.00043,             0.00043,             0.00043
                 292,            0.060379,            0.048273,            0.019287,             0.88436,             0.58539,             0.76857,             0.51134,            0.058425,            0.025967,            0.019408,            0.000397,            0.000397,            0.000397
                 293,              0.0623,            0.049049,            0.019378,             0.88366,             0.58663,             0.76841,             0.51098,            0.058536,             0.02597,            0.019409,            0.000364,            0.000364,            0.000364
                 294,            0.060981,            0.051308,            0.019245,             0.81442,             0.60655,             0.76752,             0.51294,            0.058503,            0.025964,             0.01941,            0.000331,            0.000331,            0.000331
                 295,            0.058831,            0.049769,            0.019189,             0.81165,              0.5956,             0.77166,              0.5168,            0.058337,            0.025825,            0.019396,            0.000298,            0.000298,            0.000298
                 296,              0.0607,            0.050249,            0.019781,             0.81165,              0.5956,             0.77166,              0.5168,            0.058337,            0.025776,            0.019396,            0.000265,            0.000265,            0.000265
                 297,            0.059446,            0.043574,            0.018723,             0.79583,             0.59587,             0.74059,             0.51783,             0.05827,            0.025826,            0.019383,            0.000232,            0.000232,            0.000232
                 298,            0.061488,             0.04856,            0.019031,             0.81298,             0.60086,             0.77483,             0.51176,            0.058215,            0.025714,             0.01935,            0.000199,            0.000199,            0.000199
                 299,            0.063429,            0.049223,            0.019386,               0.795,             0.59635,             0.74126,             0.49609,            0.058143,            0.025773,            0.019341,            0.000166,            0.000166,            0.000166
